lab,trial_type,trial_num,lang1,age_days,subid_unique,method,trial_error,session_error,looking_time,total_trial_time
babylabnijmegen,IDS,10.0,Dutch,342.0,babylabnijmegen:ba13912,hpp,noerror,0.0,1.220829921392359,6.361302477572996
infantlanglabutk,IDS,10.0,English,212.0,infantlanglabutk:mb1r73ms3,hpp,noerror,0.0,9.932415087609309,9.953610161939338
socialcogumiami,IDS,1.0,English,166.0,socialcogumiami:1092,eyetracking,noerror,0.0,2.5626389983283526,2.8903717578961645
ldlottawa,ADS,2.0,French,282.0,ldlottawa:mbms44,singlescreen,noerror,1.0,1.6654968331640765,1.6717871638686244
irlconcordia,TRAIN,-1.0,english,220.0,irlconcordia:mb6s03,eyetracking,noerror,0.0,2.401525040848949,2.8934780395152346
infantcoglablouisville,IDS,4.0,English,341.0,infantcoglablouisville:235971,singlescreen,noerror,0.0,0.5966362801791015,0.5966362801791015
infantcoglablouisville,ADS,1.0,English,335.0,infantcoglablouisville:235367,singlescreen,noerror,0.0,2.0047179954838996,2.0047179954838996
chosunbaby,ADS,5.0,Korean,392.0,chosunbaby:h36o11,hpp,noerror,0.0,1.2305173595480483,1.2305173595480483
cdcceu,IDS,3.0,Hungarian,440.0,cdcceu:mb36,eyetracking,error,0.0,-11.512925464970229,0.7259289388342888
babylabshimane,IDS,16.0,Japanese,270.0,babylabshimane:209,eyetracking,noerror,0.0,1.4134230285081433,2.8903717578961645
babylabutrecht,ADS,1.0,Dutch,206.0,babylabutrecht:602,hpp,noerror,0.0,2.890339312925388,2.890339312925388
lcdfsu,ADS,8.0,English,452.0,lcdfsu:lcd028,eyetracking,noerror,0.0,7.509883061154913,8.286017468404763
musdevutm,IDS,9.0,English,233.0,musdevutm:mb33,hpp,noerror,0.0,0.9021918074946533,0.9021918074946533
musdevutm,IDS,2.0,English,259.0,musdevutm:mb03pilot,hpp,error,1.0,1.9598130542243046,2.0659762907262653
babylablmu,TRAIN,-1.0,German,398.0,babylablmu:72,eyetracking,noerror,0.0,-0.3285040669720361,8.743053050224676
babylablmu,IDS,7.0,German,321.0,babylablmu:9,eyetracking,noerror,0.0,1.7984040119467235,9.8001804826702
langlabucla,ADS,9.0,English,298.0,langlabucla:mb931,hpp,noerror,0.0,2.201548548816274,2.827195271730653
infantlanglabutk,IDS,9.0,English,188.0,infantlanglabutk:mb1r64fs8,hpp,noerror,0.0,8.834045641167798,9.170663554823284
chosunbaby,IDS,4.0,Korean,279.0,chosunbaby:h42y29,hpp,error,0.0,0.647626665258136,0.647626665258136
babylabutrecht,IDS,9.0,Dutch,294.0,babylabutrecht:902,hpp,noerror,0.0,1.4167316608646263,1.9264846906220148
langlabucla,ADS,4.0,English,453.0,langlabucla:mb1212,hpp,noerror,0.0,1.5981747201553895,1.940466789389247
bchdosu,IDS,1.0,English,341.0,bchdosu:mb0058,singlescreen,noerror,0.0,0.8135933336358123,1.7997276388772319
babylabyork,TRAIN,-1.0,English,310.0,babylabyork:eoi934,singlescreen,noerror,0.0,2.128231705849268,2.128231705849268
babylabutrecht,TRAIN,-1.0,Dutch,276.0,babylabutrecht:904,hpp,noerror,0.0,2.025284281633969,2.355273174214041
islnotredame,IDS,13.0,English,464.0,islnotredame:p44mb27,hpp,noerror,0.0,0.9995283304442107,1.5551928975817044
bchdosu,ADS,6.0,English,271.0,bchdosu:mb0004,singlescreen,noerror,0.0,1.7564776550834151,2.053225894861424
babylabreading,IDS,3.0,English,453.0,babylabreading:mb3,singlescreen,error,1.0,2.2648832258100344,2.516889695641051
infantlanglabutk,ADS,4.0,English,207.0,infantlanglabutk:mbir64ms9,hpp,error,1.0,9.467228129254554,9.611931318535747
icclbc,IDS,5.0,English,250.0,icclbc:8,singlescreen,noerror,0.0,2.480647592867617,2.6866903619808005
udssaarland,IDS,13.0,German,241.0,udssaarland:9,singlescreen,noerror,0.0,2.3327309918024164,2.6311111285671704
earlysocogfm,ADS,1.0,english,454.0,earlysocogfm:s14,eyetracking,noerror,0.0,2.50715725872282,2.6939512767227085
udssaarland,IDS,4.0,German,424.0,udssaarland:46,singlescreen,noerror,1.0,1.6449851556316788,1.9736446645663073
ethosrennes,IDS,11.0,french,140.0,ethosrennes:qk515,eyetracking,noerror,0.0,1.1662709371419244,2.128231705849268
kyotobabylab,ADS,2.0,Japanese,288.0,kyotobabylab:kbl029,eyetracking,noerror,0.0,1.463255402256019,3.044522437723423
babylabshimane,IDS,3.0,Japanese,154.0,babylabshimane:101,eyetracking,noerror,0.0,2.7186603802142257,2.8903717578961645
ethosrennes,IDS,14.0,french,209.0,ethosrennes:xs167,eyetracking,noerror,0.0,2.2935443483418965,2.6483001966964363
weescienceedinburgh,IDS,13.0,English,187.0,weescienceedinburgh:mb36,singlescreen,noerror,0.0,0.8586616190375187,1.6094379124341003
infantllmadison,IDS,5.0,English,223.0,infantllmadison:mb060,hpp,noerror,0.0,2.7305289828626362,2.8910937194414212
purdueinfantspeech,IDS,15.0,English,316.0,purdueinfantspeech:4272,hpp,noerror,0.0,2.776954179749421,2.8808824318750488
babylabutrecht,ADS,5.0,Dutch,212.0,babylabutrecht:609,hpp,noerror,0.0,2.427769471016704,2.8903364794961117
babylabplymouth,IDS,7.0,english,316.0,babylabplymouth:mb1008,hpp,noerror,0.0,0.9282193027394288,1.6511555057859688
babylabvuw,IDS,10.0,English,278.0,babylabvuw:s01,singlescreen,noerror,1.0,2.2889931394745786,2.3699633283239936
bllumanitoba,IDS,13.0,English,290.0,bllumanitoba:1220,hpp,noerror,0.0,2.83174167344476,2.903452497434695
babylabnijmegen,ADS,4.0,Dutch,301.0,babylabnijmegen:ba19912,hpp,noerror,0.0,2.462149662665384,7.253470382684528
ileap,ADS,12.0,English,398.0,ileap:e48s022,hpp,noerror,0.0,0.9524297784900283,0.9524297784900283
infantlanglabutk,IDS,4.0,English,197.0,infantlanglabutk:mb1r63fs5,hpp,noerror,0.0,9.837240906717202,9.939433679309596
babylablmu,ADS,2.0,German,313.0,babylablmu:60,eyetracking,noerror,0.0,1.2499017362143359,9.800845560564248
nusinfantlanguagecentre,IDS,1.0,english,390.0,nusinfantlanguagecentre:mb028,eyetracking,noerror,0.0,2.191653532286764,2.9444389791664403
pocdnorthwestern,ADS,12.0,English,421.0,pocdnorthwestern:mb25,eyetracking,noerror,0.0,1.7188338747133907,2.2460147415056513
chosunbaby,ADS,16.0,Korean,261.0,chosunbaby:h06y04,hpp,noerror,0.0,1.47613506511968,1.47613506511968
babylabuclajohnson,IDS,6.0,English,412.0,babylabuclajohnson:10502,eyetracking,noerror,0.0,1.5973653311998313,1.937301774518713
weltentdeckerzurich,IDS,1.0,Swissgerman,429.0,weltentdeckerzurich:mb13314,eyetracking,noerror,0.0,2.8075938314384716,2.9215473753646144
infantllmadison,TRAIN,-2.0,English,248.0,infantllmadison:mb005,hpp,noerror,0.0,2.6173228374692523,2.890816103604431
callab,ADS,14.0,English,409.0,callab:callab43,eyetracking,noerror,0.0,-11.512925464970229,0.7255008022252586
ethosrennes,IDS,2.0,french,265.0,ethosrennes:dz212,eyetracking,noerror,0.0,1.6900958154515549,2.7868613815264998
bounbcl,IDS,9.0,Turkish,388.0,bounbcl:mb122,singlescreen,error,1.0,0.7701082216960737,1.235471471385307
babylabyork,IDS,2.0,English,221.0,babylabyork:eoi858,singlescreen,noerror,0.0,2.884800712846709,2.884800712846709
infantstudiesubc,IDS,9.0,English,236.0,infantstudiesubc:mbm2,hpp,noerror,0.0,1.9610942843803532,2.553045453218193
ethosrennes,ADS,12.0,french,237.0,ethosrennes:aq483,eyetracking,noerror,0.0,1.2612978709452054,1.8870696490323797
langlabucla,ADS,11.0,English,164.0,langlabucla:mb324,hpp,noerror,0.0,2.654930678771549,2.876441852362667
earlysocogfm,TRAIN,-1.0,english,192.0,earlysocogfm:s30,eyetracking,noerror,0.0,1.4906543764441336,1.888583653863595
kyotobabylab,ADS,7.0,Japanese,309.0,kyotobabylab:kbl007,eyetracking,noerror,0.0,0.14842000511827322,3.044522437723423
weltentdeckerzurich,IDS,3.0,Swissgerman,369.0,weltentdeckerzurich:mb13643,eyetracking,noerror,0.0,2.329227023940467,2.8027541365715076
infantllmadison,IDS,15.0,English,405.0,infantllmadison:mb017,hpp,noerror,0.0,1.3645598689738845,1.780024213009634
babylabutrecht,TRAIN,-1.0,Dutch,221.0,babylabutrecht:705,hpp,noerror,0.0,2.7684005264792866,2.8903313681916227
childlabmanchester,IDS,5.0,English,295.0,childlabmanchester:mb20,eyetracking,noerror,0.0,0.031498667059371016,1.1092224677801252
babylabutrecht,ADS,7.0,Dutch,362.0,babylabutrecht:1102,hpp,noerror,0.0,2.0348269476708647,2.55618684779246
babylablangessex,IDS,2.0,English,304.0,babylablangessex:mb91202,eyetracking,noerror,0.0,2.6822536460582,2.890705035686285
weltentdeckerzurich,IDS,16.0,Swissgerman,410.0,weltentdeckerzurich:mb13659,eyetracking,noerror,0.0,2.655352412101761,2.7868613815264998
earlysocogfm,ADS,2.0,english,439.0,earlysocogfm:s05,eyetracking,noerror,0.0,2.6973262377392344,2.7093826463359885
ethosrennes,ADS,3.0,french,269.0,ethosrennes:lp814,eyetracking,noerror,0.0,0.3364722366212129,1.5195132049061133
chosunbaby,IDS,11.0,Korean,361.0,chosunbaby:h33o09,hpp,error,0.0,1.7783364488959144,1.7783364488959144
lppparisdescartes2,ADS,7.0,french,260.0,lppparisdescartes2:mb07at,hpp,noerror,0.0,8.076204527239026,2.8903717578961645
langlabucla,TRAIN,-1.0,English,176.0,langlabucla:mb312,hpp,noerror,0.0,2.944175786639589,2.944175786639589
pocdnorthwestern,IDS,16.0,English,377.0,pocdnorthwestern:mb38,eyetracking,noerror,0.0,0.6502396795486688,0.7011153502091222
ethosrennes,IDS,9.0,french,148.0,ethosrennes:fz647,eyetracking,noerror,0.0,1.0647107369924282,2.199444334074532
babylabyork,TRAIN,-2.0,English,187.0,babylabyork:eoi842,singlescreen,noerror,0.0,2.884800712846709,2.884800712846709
bllumanitoba,IDS,16.0,English,234.0,bllumanitoba:4620,hpp,noerror,0.0,1.8448261901647471,2.1207034394284765
weltentdeckerzurich,IDS,16.0,Swissgerman,424.0,weltentdeckerzurich:mb13288,eyetracking,noerror,0.0,2.3739750890807185,2.5447466501440172
bllumanitoba,IDS,7.0,English,436.0,bllumanitoba:3004,hpp,noerror,0.0,1.3368414774003603,1.7607846649286245
chosunbaby,ADS,2.0,Korean,274.0,chosunbaby:h08y06,hpp,error,0.0,1.625114391819108,1.625114391819108
babylabshimane,IDS,6.0,Japanese,274.0,babylabshimane:212,eyetracking,noerror,0.0,0.4824261492442928,2.8903717578961645
chosunbaby,ADS,10.0,Korean,298.0,chosunbaby:h35y25,hpp,error,0.0,1.3428648031925547,1.3428648031925547
bllumanitoba,ADS,2.0,English,363.0,bllumanitoba:3685,hpp,noerror,0.0,2.34784522439891,2.6245961257694175
pocdnorthwestern,ADS,3.0,English,377.0,pocdnorthwestern:mb38,eyetracking,noerror,0.0,2.334374415483453,2.6449683962159134
trainorlab,IDS,16.0,English,260.0,trainorlab:s33,hpp,error,1.0,1.5474773987112804,1.9024955108227206
ldlottawa,TRAIN,-2.0,French,740.0,ldlottawa:mbms20,singlescreen,error,1.0,1.6623339217875972,2.162365095727761
earlysocogfm,ADS,14.0,english,192.0,earlysocogfm:s30,eyetracking,noerror,0.0,0.26236426446749106,1.2325602611778486
babylabumassb,IDS,14.0,English,345.0,babylabumassb:mbpumb032112620,eyetracking,noerror,0.0,-5.010630294108756,2.890555074425996
madlabucsd,ADS,15.0,Spanish,194.0,madlabucsd:mb12,singlescreen,noerror,1.0,1.3110318766193438,1.9558604799084813
langlabucla,ADS,6.0,English,155.0,langlabucla:mb326,hpp,noerror,0.0,1.7083778602890038,2.020752545331156
weescienceedinburgh,IDS,4.0,English,241.0,weescienceedinburgh:mb31,singlescreen,noerror,0.0,2.431857428698185,2.6397713603489157
lppparisdescartes2,TRAIN,-1.0,french,241.0,lppparisdescartes2:mb10bpa,hpp,noerror,0.0,9.624765221455819,2.8903717578961645
musdevutm,IDS,2.0,English,247.0,musdevutm:mb19,hpp,noerror,0.0,2.2788045643286425,2.4516083643864857
purdueinfantspeech,ADS,13.0,English,350.0,purdueinfantspeech:4246,hpp,noerror,0.0,1.0784095813505903,1.5973653311998313
labunam,ADS,2.0,spanish,234.0,labunam:5594,eyetracking,noerror,0.0,8.037543185118697,9.8022297204619
earlysocogfm,ADS,5.0,english,300.0,earlysocogfm:s20,eyetracking,noerror,0.0,1.4422019930581866,1.9315214116032138
infantcogubc,ADS,8.0,English,183.0,infantcogubc:rc16,eyetracking,error,1.0,0.1906203596086497,1.673351238177753
unlvmusiclab,IDS,8.0,English,175.0,unlvmusiclab:run019,singlescreen,noerror,0.0,2.88177939347796,2.9404309577689016
ldlottawa,ADS,13.0,English,480.0,ldlottawa:mbms39,singlescreen,noerror,1.0,1.012800192253962,1.5379419107290304
infantlanglabutk,ADS,10.0,English,247.0,infantlanglabutk:mbir84ms10,hpp,noerror,0.0,8.723068501163928,9.13097243659261
bounbcl,ADS,7.0,Turkish,400.0,bounbcl:mb110,singlescreen,error,1.0,1.8687205103641833,2.2491843162669305
musdevutm,IDS,8.0,English,254.0,musdevutm:mb22,hpp,noerror,0.0,2.315007612992603,2.414662996399396
babylabnijmegen,IDS,8.0,Dutch,334.0,babylabnijmegen:ba32912,hpp,noerror,0.0,2.5305171610400525,7.496652438168283
babylabshimane,IDS,7.0,Japanese,191.0,babylabshimane:216,eyetracking,noerror,0.0,1.925707441737794,2.8903717578961645
langlabucla,IDS,3.0,English,329.0,langlabucla:mb924,hpp,noerror,1.0,2.8570447537800976,2.944965156500338
babylabutrecht,IDS,11.0,Dutch,209.0,babylabutrecht:607,hpp,noerror,0.0,0.7885764441826016,1.435146904296093
babylableiden,IDS,5.0,Dutch,322.0,babylableiden:mb17b,hpp,noerror,0.0,2.3978952727983707,2.7893229212309465
weltentdeckerzurich,ADS,7.0,Swissgerman,429.0,weltentdeckerzurich:mb13314,eyetracking,noerror,0.0,1.275362800412609,1.890095369948917
lllliv,IDS,13.0,English,264.0,lllliv:mb005,eyetracking,error,0.0,1.463486856949796,2.3063778912327417
earlysocogfm,IDS,1.0,english,439.0,earlysocogfm:s05,eyetracking,noerror,0.0,2.5756610130564646,2.70805020110221
infantcoglablouisville,TRAIN,-2.0,English,294.0,infantcoglablouisville:238338,singlescreen,noerror,0.0,1.5138076814188501,1.5138076814188501
babylabvuw,ADS,9.0,English,235.0,babylabvuw:s07,singlescreen,noerror,0.0,2.3813038477054365,2.5237266416375825
icclbc,ADS,10.0,English,273.0,icclbc:4,singlescreen,noerror,0.0,1.3522203807861393,1.9144194819639426
babylablangessex,ADS,13.0,English,187.0,babylablangessex:mb6910,eyetracking,error,0.0,-11.512925464970229,1.4360364530147047
cogdevlabbyu,TRAIN,-1.0,English,162.0,cogdevlabbyu:p08,eyetracking,noerror,1.0,2.995732273553991,2.995732273553991
bcrlunlv,ADS,7.0,English,414.0,bcrlunlv:mb3402,singlescreen,error,1.0,1.4890765557629164,2.204641448663919
babylablangessex,ADS,8.0,English,406.0,babylablangessex:mb121505,eyetracking,noerror,0.0,1.1505720275988207,1.8375292034722437
weltentdeckerzurich,IDS,1.0,Swissgerman,437.0,weltentdeckerzurich:mb13309,eyetracking,noerror,0.0,1.9286186519452522,2.3282528397426234
babylabpotsdam,IDS,7.0,German,277.0,babylabpotsdam:b6912,hpp,noerror,0.0,1.5835045304075959,1.6847308964695318
islnotredame,ADS,1.0,English,419.0,islnotredame:p41mb24,hpp,noerror,0.0,1.6028160361252133,1.9419021276577746
pocdnorthwestern,IDS,17.0,English,440.0,pocdnorthwestern:mb34,eyetracking,noerror,0.0,1.2095452493744114,1.4664909031141673
bllumanitoba,IDS,8.0,English,454.0,bllumanitoba:2966,hpp,noerror,0.0,2.6326798940774334,2.8585943853353566
infantstudiesubc,ADS,10.0,English,199.0,infantstudiesubc:mbm23,hpp,noerror,0.0,-0.30915542751666464,1.541444541208875
ethosrennes,IDS,1.0,french,136.0,ethosrennes:jd272,eyetracking,noerror,0.0,2.4362414778067194,2.907447358686419
bllumanitoba,IDS,1.0,English,177.0,bllumanitoba:1020,hpp,noerror,0.0,1.8586389980675997,2.130253470229439
cdcceu,IDS,3.0,Hungarian,183.0,cdcceu:mb14,eyetracking,noerror,0.0,1.3158718968233447,1.996965772344183
bllumanitoba,TRAIN,-2.0,English,182.0,bllumanitoba:1696,hpp,error,0.0,2.9187972320798683,2.9187972320798683
weltentdeckerzurich,IDS,5.0,Swissgerman,370.0,weltentdeckerzurich:mb14059,eyetracking,noerror,0.0,2.7549337870010606,2.8746939451769347
ldlottawa,ADS,10.0,English,269.0,ldlottawa:mbms69,singlescreen,noerror,0.0,1.630220451616629,2.0700223197633445
bcrlunlv,IDS,3.0,English,423.0,bcrlunlv:mb3604,singlescreen,noerror,0.0,2.6946271807700692,2.8735646395797834
lcduleeds,ADS,9.0,BritEnglish,434.0,lcduleeds:mb01,eyetracking,noerror,0.0,1.2658202076520162,1.8146618624453594
babylablmu,TRAIN,-1.0,German,427.0,babylablmu:69,eyetracking,noerror,0.0,1.5933085305042167,9.446755465483632
cdcceu,IDS,12.0,Hungarian,401.0,cdcceu:mb35,eyetracking,noerror,0.0,0.05638033343610769,1.589235205116581
babylabprinceton,TRAIN,-1.0,English,379.0,babylabprinceton:manybabies028,hpp,noerror,0.0,2.252343876557299,2.4448656002508167
babylabpotsdam,ADS,1.0,German,330.0,babylabpotsdam:b6850,hpp,noerror,0.0,2.2675794837952306,2.305779983890565
babylabyork,TRAIN,-1.0,English,213.0,babylabyork:eoi823,singlescreen,noerror,0.0,2.174751721484161,2.174751721484161
babylabplymouth,IDS,14.0,english,381.0,babylabplymouth:mb1206,hpp,noerror,0.0,1.599387576580599,2.2945529212967815
infantllmadison,ADS,5.0,English,356.0,infantllmadison:mb049,hpp,noerror,0.0,1.5383714640002402,1.8979196650564456
infantllmadison,ADS,9.0,English,297.0,infantllmadison:mb011,hpp,noerror,0.0,2.0578347879257772,2.3955288386367837
babylabpotsdam,IDS,12.0,German,276.0,babylabpotsdam:b6893,singlescreen,noerror,0.0,1.759236277522495,2.4070351943505104
infantcoglablouisville,ADS,1.0,English,323.0,infantcoglablouisville:238325,singlescreen,noerror,0.0,2.771588221906198,2.771588221906198
lppparisdescartes2,ADS,9.0,french,209.0,lppparisdescartes2:mb01jv,hpp,noerror,1.0,8.267705664762426,2.8903717578961645
chosunbaby,IDS,11.0,Korean,251.0,chosunbaby:h50y34,hpp,noerror,0.0,1.9086532206995543,1.9086532206995543
babylabnijmegen,ADS,8.0,Dutch,342.0,babylabnijmegen:ba13912,hpp,noerror,0.0,1.742219023667919,6.955592608396297
lscppsl,ADS,16.0,french,392.0,lscppsl:27lscppsl,eyetracking,noerror,0.0,8.48528964240323,8.900412690577083
babylablmu,ADS,5.0,German,430.0,babylablmu:56,eyetracking,noerror,0.0,1.3001916620664788,9.572410734431823
earlysocogfm,ADS,3.0,english,263.0,earlysocogfm:s50,eyetracking,noerror,1.0,0.10436001532424286,1.1969481893889715
infantllmadison,IDS,7.0,English,277.0,infantllmadison:mb021,hpp,error,0.0,0.5567545556543906,1.3217558399823195
udssaarland,IDS,8.0,German,241.0,udssaarland:9,singlescreen,noerror,0.0,2.3532304073173527,2.5284594018337128
kyotobabylab,TRAIN,-2.0,Japanese,278.0,kyotobabylab:kbl005,eyetracking,noerror,0.0,2.3485140248824456,3.044522437723423
langlabucla,IDS,1.0,English,162.0,langlabucla:mb315,hpp,noerror,0.0,2.294452109763857,2.5414445007482582
lppparisdescartes2,IDS,4.0,french,253.0,lppparisdescartes2:mb11bdr,hpp,noerror,0.0,9.155039056191093,2.8903717578961645
babylabprinceton,TRAIN,-1.0,English,453.0,babylabprinceton:manybabies021,hpp,noerror,0.0,1.4560536055347433,1.7509374747078
labunam,ADS,15.0,spanish,221.0,labunam:5820,eyetracking,noerror,0.0,-11.512925464970229,8.938269147038548
babylabnijmegen,ADS,6.0,Dutch,347.0,babylabnijmegen:ba12912,hpp,noerror,0.0,2.125847914493992,7.130098510125578
bllumanitoba,TRAIN,-1.0,English,303.0,bllumanitoba:1399,hpp,noerror,0.0,2.584374839740989,2.9021356248164065
chosunbaby,IDS,9.0,Korean,187.0,chosunbaby:h66y45,hpp,noerror,0.0,2.1627481478062465,2.1627481478062465
bchdosu,IDS,4.0,English,117.0,bchdosu:mb0029,singlescreen,noerror,0.0,1.4996230464268938,2.0302512974890643
babylabpotsdam,ADS,6.0,German,302.0,babylabpotsdam:b6971,singlescreen,noerror,0.0,0.43631757159092904,1.2666658736643595
bllumanitoba,IDS,3.0,Canadian English,232.0,bllumanitoba:3560,hpp,noerror,0.0,1.5100594684538216,1.8779371654691073
udssaarland,IDS,16.0,German,280.0,udssaarland:8,singlescreen,noerror,0.0,1.6928643354281867,2.1274834558133513
babylabuclajohnson,ADS,15.0,English,412.0,babylabuclajohnson:10502,eyetracking,noerror,0.0,1.4327007339340465,1.8196988379172965
bchdosu,IDS,6.0,English,291.0,bchdosu:mb0041,singlescreen,noerror,0.0,1.5785662487670133,1.9241026562157681
babylablmu,ADS,16.0,German,303.0,babylablmu:79,eyetracking,noerror,0.0,0.8960880245566357,9.161885151706779
babylabuclajohnson,IDS,1.0,English,465.0,babylabuclajohnson:8963,eyetracking,error,1.0,0.27763173659827955,1.199964782928397
infantlanglabutk,IDS,7.0,English,213.0,infantlanglabutk:mb1r71ms1,hpp,noerror,0.0,9.750627705891793,9.953134492425542
pocdnorthwestern,IDS,18.0,English,412.0,pocdnorthwestern:mb15,eyetracking,noerror,0.0,1.5690408276269254,1.9144194819639426
childlabmanchester,ADS,12.0,English,370.0,childlabmanchester:mb11a,eyetracking,noerror,0.0,0.5341514490694873,1.3635373739972745
socialcogumiami,ADS,11.0,English,174.0,socialcogumiami:1086,eyetracking,error,1.0,0.9202827531436925,2.8903717578961645
weltentdeckerzurich,TRAIN,-2.0,English (New Zealand),448.0,weltentdeckerzurich:mb13474,eyetracking,noerror,0.0,1.0885619528146082,1.623340817603092
ldlottawa,IDS,14.0,English,508.0,ldlottawa:mbms21,singlescreen,error,1.0,1.2345029792923932,1.7701390908229149
babylabutrecht,ADS,9.0,Dutch,296.0,babylabutrecht:905,hpp,noerror,0.0,1.790347806634442,2.07838298160276
kokuhamburg,IDS,4.0,German,457.0,kokuhamburg:mb09,eyetracking,noerror,0.0,2.3135250330323798,2.8903717578961645
infantcoglablouisville,IDS,6.0,English,358.0,infantcoglablouisville:237615,singlescreen,noerror,0.0,1.1606476795875624,1.1606476795875624
babylableiden,TRAIN,-1.0,Dutch,320.0,babylableiden:mb02b,hpp,noerror,0.0,2.7799366599023196,2.8903717578961645
babylabnijmegen,ADS,3.0,Dutch,339.0,babylabnijmegen:ba21912,hpp,error,1.0,0.5306282510621704,3.6109179126442243
infantllmadison,IDS,10.0,English,453.0,infantllmadison:mb066,hpp,noerror,0.0,-0.08664780672567217,1.0753436617287555
ldlottawa,ADS,10.0,English,420.0,ldlottawa:mbms67,singlescreen,error,1.0,0.28743204119657156,2.2488329887358556
babylabnijmegen,TRAIN,-1.0,Dutch,360.0,babylabnijmegen:ba26912,hpp,error,1.0,0.02955880224154443,5.713732805509369
infantlanglabutk,TRAIN,-1.0,English,231.0,infantlanglabutk:mb1r73ms8,hpp,noerror,0.0,8.971956271245688,9.198470199405696
babylableiden,IDS,6.0,Dutch,279.0,babylableiden:mb13b,hpp,noerror,0.0,1.9960599327407849,2.488234439880675
unlvmusiclab,ADS,2.0,English,175.0,unlvmusiclab:run019,singlescreen,noerror,0.0,2.403696594362457,2.7047112998366956
bchdosu,IDS,10.0,English,112.0,bchdosu:mb0027,singlescreen,noerror,0.0,1.4924545569482814,2.163897573220152
ldlottawa,ADS,7.0,English,262.0,ldlottawa:mbms07,singlescreen,noerror,0.0,0.910272659548592,1.8226604124664911
babylabumassb,IDS,2.0,English,377.0,babylabumassb:mbpumb036112685,eyetracking,noerror,0.0,1.82990588758455,2.8909271591878647
babylabnijmegen,ADS,12.0,Dutch,209.0,babylabnijmegen:ba0869,hpp,noerror,0.0,1.4883995840570443,6.530877627725885
infantcogubc,ADS,3.0,English,213.0,infantcogubc:ss09,eyetracking,noerror,0.0,1.000631880307906,2.0476928433652555
babylablangessex,IDS,14.0,English,233.0,babylablangessex:mb6904,eyetracking,noerror,0.0,-1.2658482080440236,1.0691834779772975
lscppsl,ADS,7.0,french,392.0,lscppsl:27lscppsl,eyetracking,noerror,0.0,8.640295388550221,9.222960403332285
bllumanitoba,ADS,12.0,Canadian English,402.0,bllumanitoba:4192,hpp,noerror,0.0,1.45558718761584,1.8383249383753757
ldlottawa,IDS,16.0,English,311.0,ldlottawa:mbms30,singlescreen,noerror,0.0,0.4500113589684624,1.4520048514831647
callab,ADS,8.0,English,326.0,callab:callab9,eyetracking,noerror,0.0,1.9114350632705874,2.2134429852510893
infantstudiesubc,IDS,5.0,English,253.0,infantstudiesubc:mbm8,hpp,noerror,0.0,2.480335105350679,2.7112694583951145
weltentdeckerzurich,IDS,1.0,French (Switzerland),408.0,weltentdeckerzurich:mb13730,eyetracking,noerror,1.0,1.6272778305624314,2.0541237336955462
ethosrennes,ADS,11.0,french,162.0,ethosrennes:ws849,eyetracking,noerror,0.0,0.636576829071551,1.9242486522741338
ldlottawa,IDS,10.0,French,174.0,ldlottawa:mbms24,singlescreen,noerror,0.0,0.6771854674996803,1.519876377463011
babylabprinceton,IDS,12.0,English,180.0,babylabprinceton:manybabies001,hpp,noerror,0.0,0.2662030407746567,1.2008679893724572
escompicbsleipzig,ADS,15.0,German,164.0,escompicbsleipzig:mb16,eyetracking,noerror,1.0,0.9895411936137477,2.8903717578961645
langlabucla,IDS,5.0,English,437.0,langlabucla:mb1216,hpp,noerror,1.0,1.8386430551269055,2.1169781452085616
labunam,ADS,10.0,spanish,269.0,labunam:5732,eyetracking,noerror,0.0,9.40475517645752,9.801842348773928
unlvmusiclab,ADS,10.0,English,104.0,unlvmusiclab:run009,singlescreen,noerror,0.0,2.8706791245504286,2.9575110607337933
babylablmu,TRAIN,-1.0,German,394.0,babylablmu:68,eyetracking,noerror,1.0,0.23901690047049992,2.302585092994046
langlabucla,ADS,6.0,English,330.0,langlabucla:mb930,hpp,noerror,0.0,2.375091783780794,2.5467853868338657
escompicbsleipzig,IDS,13.0,German,168.0,escompicbsleipzig:mb10,eyetracking,noerror,0.0,1.1346227261911428,2.8903717578961645
babylabshimane,IDS,8.0,Japanese,133.0,babylabshimane:109,eyetracking,noerror,0.0,1.7029282555214393,2.8903717578961645
chosunbaby,IDS,5.0,Korean,189.0,chosunbaby:h78y49,hpp,noerror,0.0,2.617614786964064,2.617614786964064
babylabpotsdam,IDS,12.0,German,330.0,babylabpotsdam:b6850,hpp,noerror,0.0,2.041869468772079,2.2527643980100898
babylabpotsdam,ADS,11.0,German,308.0,babylabpotsdam:b6920,hpp,noerror,0.0,1.3772536164677416,1.3772536164677416
ldlottawa,ADS,10.0,English,169.0,ldlottawa:mbms04,singlescreen,noerror,0.0,-0.38082127719540443,1.3532545070416904
earlysocogfm,IDS,8.0,english,376.0,earlysocogfm:s11,eyetracking,noerror,0.0,-0.2876820724517809,1.2781522025001875
trainorlab,ADS,16.0,English,193.0,trainorlab:s23,hpp,noerror,1.0,1.7395885968991456,2.163093114175447
ldlottawa,ADS,5.0,English,452.0,ldlottawa:mbms40,singlescreen,noerror,1.0,1.6435107827672357,2.092891928304183
nusinfantlanguagecentre,TRAIN,-2.0,english,390.0,nusinfantlanguagecentre:mb028,eyetracking,noerror,0.0,2.663052835171474,2.9444389791664403
