lab,trial_type,trial_num,lang1,age_days,subid_unique,method,trial_error,session_error,looking_time,total_trial_time
infantcogubc,ADS,8.0,English,106.0,infantcogubc:tm29,singlescreen,noerror,0.0,2.770711962226921,2.8903717578961645
kyotobabylab,IDS,13.0,Japanese,314.0,kyotobabylab:kbl011,eyetracking,noerror,0.0,0.6259384308664954,3.044522437723423
islnotredame,ADS,4.0,English,384.0,islnotredame:p30mb13,hpp,noerror,0.0,1.7942563494266421,2.08281085914944
callab,ADS,8.0,English,378.0,callab:callab44,eyetracking,noerror,0.0,-11.512925464970229,0.684427019251529
cogdevlabbyu,ADS,4.0,English,101.0,cogdevlabbyu:p32,eyetracking,noerror,0.0,2.9601050959108397,2.9601050959108397
babylabpotsdam,IDS,1.0,German,293.0,babylabpotsdam:b6911,hpp,noerror,0.0,1.9197128335385159,2.1360581420987317
babylabumassb,IDS,10.0,English,269.0,babylabumassb:mbpumb031092643,eyetracking,noerror,0.0,0.6780335427498971,2.890743910860881
babylabprinceton,IDS,11.0,English,434.0,babylabprinceton:manybabies026,hpp,noerror,0.0,1.251619457793289,1.9182452665008296
labunam,ADS,11.0,spanish,459.0,labunam:5742,eyetracking,noerror,0.0,7.313886831633462,8.645938147306799
icclbc,ADS,4.0,Spanish,247.0,icclbc:9,singlescreen,noerror,0.0,2.835093927591178,2.892203412725135
ethosrennes,ADS,16.0,french,265.0,ethosrennes:dz212,eyetracking,noerror,0.0,0.6151856390902335,2.0856720914304723
babylablmu,IDS,2.0,German,336.0,babylablmu:6,eyetracking,noerror,0.0,-11.512925464970229,9.278466201023782
infantllmadison,IDS,8.0,English,286.0,infantllmadison:mb018,hpp,noerror,0.0,1.6389967146756448,2.1465159073441566
babylingoslo,ADS,14.0,Norwegian,253.0,babylingoslo:os017,eyetracking,noerror,0.0,-1.5606477482646683,1.472472057360943
ethosrennes,ADS,6.0,french,171.0,ethosrennes:xf735,eyetracking,noerror,0.0,2.1471001901536506,2.8419981736119486
islnotredame,IDS,12.0,English,398.0,islnotredame:p21mb4,hpp,noerror,0.0,1.157509929915595,1.6475041132405568
langlabucla,TRAIN,-2.0,English,155.0,langlabucla:mb326,hpp,noerror,0.0,2.944702102441212,2.944702102441212
weescienceedinburgh,IDS,10.0,English,188.0,weescienceedinburgh:mb03,singlescreen,noerror,0.0,2.2844211223663744,2.590767040487478
babylabutrecht,IDS,9.0,Dutch,344.0,babylabutrecht:1106,hpp,noerror,0.0,2.8138251308786426,2.8903373128584966
infantlanglabutk,IDS,2.0,English,223.0,infantlanglabutk:mb1r74fs11,hpp,noerror,0.0,9.541728276688032,9.780189336191635
ileap,IDS,16.0,Chinese,439.0,ileap:e48s008,hpp,noerror,0.0,0.27079020478156274,0.27079020478156274
ldlottawa,ADS,8.0,English,420.0,ldlottawa:mbms67,singlescreen,error,1.0,1.006741852822282,1.7817091333745536
ldlottawa,TRAIN,-2.0,English,334.0,ldlottawa:mbms03,singlescreen,error,0.0,2.316783812393859,2.757792292997024
infantlanglabutk,ADS,14.0,English,217.0,infantlanglabutk:mb1r73fs12,hpp,noerror,0.0,8.966994113344454,9.39357817555449
baldwinlabuoregon,IDS,3.0,English,320.0,baldwinlabuoregon:mb07,singlescreen,noerror,0.0,2.0788660160967547,2.3021261787089915
minddevlabbicocca,ADS,6.0,Italian,132.0,minddevlabbicocca:mb16,singlescreen,noerror,0.0,9.080459451121662,9.285726098882073
lppparisdescartes2,IDS,8.0,french,255.0,lppparisdescartes2:mb15af,hpp,noerror,1.0,8.282988692742602,2.8903717578961645
babylabprinceton,TRAIN,-1.0,English,441.0,babylabprinceton:manybabies029,hpp,noerror,0.0,1.5450060522747113,1.9025551873758206
kokuhamburg,TRAIN,-2.0,German,235.0,kokuhamburg:mb21,eyetracking,noerror,0.0,1.8261608959453874,2.8903717578961645
lppparisdescartes2,,16.0,french,255.0,lppparisdescartes2:mb15af,hpp,noerror,1.0,,2.8903717578961645
lppparisdescartes2,,14.0,french,264.0,lppparisdescartes2:mb21np,hpp,noerror,1.0,,2.8903717578961645
lppparisdescartes2,,15.0,french,264.0,lppparisdescartes2:mb21np,hpp,noerror,1.0,,2.8903717578961645
lancaster,ADS,9.0,English,374.0,lancaster:14mb03,singlescreen,,1.0,2.146009905004073,2.4133254779684115
lancaster,IDS,10.0,English,374.0,lancaster:14mb03,singlescreen,,1.0,-11.512925464970229,0.6956715481612991
lancaster,ADS,11.0,English,374.0,lancaster:14mb03,singlescreen,,1.0,-11.512925464970229,0.6994631954782056
lancaster,IDS,12.0,English,374.0,lancaster:14mb03,singlescreen,,1.0,-11.512925464970229,0.6933742657741463
lancaster,IDS,13.0,English,374.0,lancaster:14mb03,singlescreen,,1.0,-11.512925464970229,0.6967256606558266
lancaster,ADS,14.0,English,374.0,lancaster:14mb03,singlescreen,,1.0,-11.512925464970229,0.6980624164719228
lancaster,IDS,15.0,English,374.0,lancaster:14mb03,singlescreen,,1.0,-11.512925464970229,0.6946975341405214
lancaster,ADS,16.0,English,374.0,lancaster:14mb03,singlescreen,,1.0,2.3309095755239144,2.7094194266183074
lancaster,TRAIN,1.0,English,415.0,lancaster:14mb25,singlescreen,,1.0,2.0448800177876345,2.4097875458435496
lancaster,ADS,8.0,English,415.0,lancaster:14mb25,singlescreen,,1.0,1.1740341161928824,1.8412224719115133
lancaster,IDS,9.0,English,415.0,lancaster:14mb25,singlescreen,,1.0,0.5691360993279153,1.6837526249441335
lancaster,ADS,10.0,English,415.0,lancaster:14mb25,singlescreen,,1.0,-11.512925464970229,0.7016500361081843
lancaster,IDS,11.0,English,415.0,lancaster:14mb25,singlescreen,,1.0,-11.512925464970229,0.6951214519031088
lancaster,ADS,12.0,English,415.0,lancaster:14mb25,singlescreen,,1.0,-11.512925464970229,0.694424808046252
infantcoglablouisville,IDS,13.0,English,331.0,infantcoglablouisville:236607,singlescreen,error,1.0,-11.512925464970229,-11.512925464970229
infantcoglablouisville,ADS,14.0,English,331.0,infantcoglablouisville:236607,singlescreen,error,1.0,-11.512925464970229,-11.512925464970229
infantcoglablouisville,IDS,15.0,English,331.0,infantcoglablouisville:236607,singlescreen,error,1.0,-11.512925464970229,-11.512925464970229
infantcoglablouisville,ADS,16.0,English,331.0,infantcoglablouisville:236607,singlescreen,error,1.0,-11.512925464970229,-11.512925464970229
